file_name,publication bias,unpublished_data,gray_literature,funnel plot,trim and fill,egger,fail safe n,pet-peese,robma,year
2023.0_The associations between early maladaptive schemas and adult attachment styles: A meta-analysis..pdf,True,True,True,True,False,True,False,False,False,2023.0
2021.0_Creativity and unethicality: A systematic review and meta-analysis..pdf,True,True,True,True,False,False,False,False,False,2021.0
2020.0_Meta-analysis of the Effectiveness of Transcranial Direct Current Stimulation (tDCS) on Neurocognitive Function in People with Mild Neurocognitive Impairment.pdf,True,False,True,True,False,False,False,False,False,2020.0
2019.0_Development of resilience in children and teenagers: A meta-analysis of empirical studies from 2006Â2017 (Personality and mental state).pdf,False,False,True,False,False,False,False,False,False,2019.0
2018_Cultural adaptations and therapist multicultural competence: Two meta?analytic reviews.pdf,True,True,False,True,True,True,False,False,False,2018.0
2021.0_Meta-analysis of the effects of voting advice applications.pdf,True,True,True,False,True,False,False,False,False,2021.0
2020.0_Utjecaj upute na rasu?ivanje i meta-rasu?ivanje u zadacima temeljnog omjera.pdf,False,False,True,False,False,False,False,False,False,2020.0
2019.0_Leadership and Creativity: A Meta-analytical Review.pdf,True,True,True,False,False,False,False,False,False,2019.0
2018.0_Systematic meta-analysis of pharmacological and psychological interventions for the treatment of anxiety in patients with chronic obstructive pulmonary disease.pdf,False,False,True,False,False,False,False,False,False,2018.0
2020.0_Prevalence of comorbid depression in schizophrenia: a meta-analysis of observational studies.pdf,True,False,False,True,False,False,False,False,False,2020.0
2020.0_Chronotherapy for the rapid treatment of depression: A meta-analysis.pdf,True,False,True,True,False,False,False,False,False,2020.0
2020.0_Electroconvulsive therapy for depression: a review of the quality of ECT versus sham ECT trials and meta-analyses.pdf,False,False,True,False,False,False,False,False,False,2020.0
2019.0_Prevalence of pre-stroke depression and its association with post-stroke depression: a systematic review and meta-analysis.pdf,True,False,True,True,False,False,False,False,False,2019.0
2020.0_Psychosocial adjustment to multiple sclerosis diagnosis: a meta-review of systematic reviews.pdf,True,False,True,False,False,False,False,False,False,2020.0
2021.0_Combined healthy lifestyle and depressive symptoms: a meta-analysis of observational studies.pdf,True,False,False,False,False,True,False,False,False,2021.0
"2021.0_Alzheimer's disease, mild cognitive impairment and Mediterranean diet. A systematic review and dose-response meta-analysis.pdf",True,False,True,True,False,True,False,False,False,2021.0
2023.0_The advantages and disadvantages of interpersonal anger: Evidence from meta-analysis.pdf,True,False,False,False,True,True,True,False,False,2023.0
"2021.0_Looking beyond depression: A meta-analysis of the effect of behavioral activation on depression, anxiety, and activation.pdf",True,False,True,True,True,True,False,False,False,2021.0
2019.0_The truth about lies: A meta-analysis on dishonest behavior..pdf,True,True,True,False,True,True,False,False,False,2019.0
2019.0_The effects of early numeracy interventions for students in preschool and early elementary: A meta-analysis..pdf,True,True,True,True,False,False,True,False,False,2019.0
2023.0_Self-efficacy in gifted and non-gifted students: A multilevel meta-analysis.pdf,True,True,True,True,True,True,False,True,False,2023.0
2020.0_Reexamining the findings of the American Psychological Association's 2015 task force on violent media: A meta-analysis.pdf,True,True,True,False,True,True,True,False,False,2020.0
2019.0_Relations between CBM (oral reading and maze) and reading comprehension on state achievement tests: A meta-analysis.pdf,True,True,True,True,False,False,False,False,False,2019.0
2021.0_A meta-analysis of the relationship between place attachment and pro-environmental behaviour.pdf,True,True,True,True,False,False,True,False,False,2021.0
2021.0_Effect of allelopathy on plant performance: a meta?analysis.pdf,True,False,True,True,False,True,False,False,False,2021.0
2018.0_Are people more prejudiced towards groups that are perceived as coherent? A meta?analysis of the relationship between out?group entitativity and prejudice.pdf,True,True,True,True,True,True,False,True,False,2018.0
2023.0_Â and underpowered study designs has substantially exaggerated the motor learning benefits of self-controlled practice and enhanced expectancies: A meta-analysis.pdf,True,False,True,True,False,True,False,True,True,2023.0
2021.0_Incidence and prevalence of drug-resistant epilepsy: a systematic review and meta-analysis.pdf,True,True,True,True,True,False,False,False,False,2021.0
"2019.0_ reality-enhanced exercise on physical activity, psychological outcomes, and physical performance: A systematic review and meta-analysis of randomized controlled .pdf",True,True,True,True,False,True,False,False,False,2019.0
2020.0_Risk factors for (violent) radicalization in juveniles: A multilevel meta-analysis.pdf,True,True,True,True,True,False,False,False,False,2020.0
2022.0_Emotional intelligence and attachment in adulthood: A meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2022.0
2021.0_Familism values and adjustment among Hispanic-Latino individuals: A systematic review and meta-analysis..pdf,True,True,True,True,False,True,False,False,False,2021.0
2020.0_A reliability generalization meta?analysis of self?report measures of muscle dysmorphia.pdf,False,True,True,True,False,False,False,False,False,2020.0
"2019.0_Comparison of meta-memory in people with symptoms of anxiety, depression and obsessive compulsive disorder in DSM-5.pdf",False,False,False,False,False,False,False,False,False,2019.0
2019.0_Neuroinflammation in schizophrenia: meta-analysis of in vivo microglial imaging studies.pdf,True,False,True,True,True,False,False,False,False,2019.0
2021.0_Meta-analysis of consumers' willingness to pay for sustainable food products.pdf,True,True,True,True,False,True,False,False,False,2021.0
2021.0_A multi-country meta-analysis on the role of behavioural change in reducing energy consumption and CO2 emissions in residential buildings.pdf,False,False,True,True,False,True,False,False,False,2021.0
2018.0_Exploratory and counter-exploratory objects: Design of meta-affordances.pdf,False,True,True,False,False,False,False,False,False,2018.0
2020.0_Psychoeducation for children with chronic conditions: A systematic review and meta-analysis.pdf,True,False,True,True,False,False,False,False,False,2020.0
2019.0_A systematic review and meta-analysis of interventions incorporating behaviour change techniques to promote breastfeeding among postpartum women.pdf,True,True,True,False,False,True,False,False,False,2019.0
2022.0_Neuropsychological differences between treatment-resistant and treatment-responsive schizophrenia: a meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2022.0
2018.0_Configuring Cognitive Architecture: Mind-Reading and Meta-Representations in Ulysses.pdf,False,True,True,False,False,True,False,False,False,2018.0
2019.0_ÂIt's scary but it's also excitingÂ: Evidence of meta-affective learning in science.pdf,False,False,True,False,False,False,False,False,False,2019.0
2020.0_Identifying the most effective strategies for improving autobiographical memory specificity and its implications for mental health problems: a meta-analysis.pdf,True,False,True,False,False,False,False,False,False,2020.0
2021.0_Study quality and efficacy of psychological interventions for posttraumatic stress disorder: a meta-analysis of randomized controlled trials.pdf,True,False,True,True,True,True,False,False,False,2021.0
2022.0_Neural correlates of partnered interaction as revealed by cross-domain ALE meta-analysis..pdf,False,False,True,False,False,False,False,False,False,2022.0
2018.0_Cognitive behavior therapy combined with exercise for adults with chronic diseases: Systematic review and meta-analysis..pdf,True,False,False,True,False,False,False,False,False,2018.0
2021.0_A meta-analysis of the relation between self-compassion and self-efficacy.pdf,True,True,True,False,False,True,False,False,False,2021.0
2019.0_Prevalence of common mental disorders in widowhood: A systematic review and meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2019.0
"2018.0_Meta-lay theories of scientific potential drive underrepresented students' sense of belonging to science, technology, engineering, and mathematics (STEM)..pdf",False,False,True,False,False,False,False,False,False,2018.0
2018.0_Shedding light on the association between repetitive negative thinking and deficits in cognitive controlÂA meta-analysis.pdf,True,True,True,True,True,False,False,False,False,2018.0
2021.0_Beyond intrinsic and extrinsic motivation: A meta-analysis on self-determination theory's multidimensional conceptualization of work motivation.pdf,True,True,True,False,False,True,False,False,False,2021.0
2023.0_Effective behaviour change techniques for family and close friends: A systematic review and meta-analysis across the addictions.pdf,False,False,True,False,False,False,False,False,False,2023.0
2018.0_Do self-incentives and self-rewards change behavior? A systematic review and meta-analysis.pdf,False,True,True,False,False,False,False,False,False,2018.0
2020.0_Efficacy of Neurofeedback Treatment in Depression Disorder: A meta-analysis.pdf,False,False,False,False,False,False,False,False,False,2020.0
"2018.0_Surveying the forest: A meta?analysis, moderator investigation, and future?oriented discussion of the antecedents of voluntary employee turnover.pdf",False,True,True,False,False,False,False,False,False,2018.0
2021.0_Fatigue and the prediction of negative health outcomes: a systematic review with meta-analysis.pdf,True,True,True,True,False,False,False,False,False,2021.0
2018.0_Systematic Review & Meta-Analysis: Automation tools to help your review.pdf,True,False,True,False,False,False,False,False,False,2018.0
2021.0_Demographic and clinical variables associated with response to clozapine in schizophrenia: a systematic review and meta-analysis.pdf,True,False,False,True,False,False,False,False,False,2021.0
2021.0_Effects of hydrolyzed collagen supplementation on skin aging: a systematic review and meta?analysis.pdf,True,False,True,False,False,True,False,False,False,2021.0
2019.0_Mindfulness-based interventions in the workplace: An inclusive systematic review and meta-analysis of their impact upon wellbeing.pdf,True,True,True,True,False,False,False,False,False,2019.0
2020.0_Second-line treatments in benzodiazepine-resistant convulsive status epilepticus: An updated network meta-analysis including the ESET Trial-What did change Â.pdf,False,False,False,False,False,False,False,False,False,2020.0
2020.0_Meta-analysis of dialectical behavior therapy (DBT) for treating substance use.pdf,True,True,True,True,True,False,True,False,False,2020.0
2019.0_Perfectionism is increasing over time: A meta-analysis of birth cohort differences from 1989 to 2016..pdf,False,True,True,False,False,False,False,False,False,2019.0
2020.0_12. Temporal development of job attitudes during the first two years on the job: a meta-analysis of longitudinal studies.pdf,True,False,True,False,True,True,False,False,False,2020.0
2019.0_Exploring the relationship between gay men's self-and meta-stereotype endorsement with well-being and self-worth.pdf,False,True,True,False,False,False,False,False,False,2019.0
"2020.0_Do you get us? A multi-experiment, meta-analytic test of the effect of felt understanding in intergroup relations.pdf",False,False,True,False,False,False,False,False,False,2020.0
2020.0_Treating treatment non-responders: A meta-analysis of randomized controlled psychotherapy trials.pdf,True,False,True,True,True,True,False,False,False,2020.0
"2020.0_A meta-analysis of the effects of training clinicians in exposure therapy on knowledge, attitudes, intentions, and behavior.pdf",True,True,True,True,False,True,False,False,False,2020.0
2023.0_The role of affective teacherÂstudent relationships in bullying and peer victimization: A multilevel meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2023.0
"2023.0_HIV Testing Strategies, Types of Tests, and Uptake by Men Who have Sex with Men and Transgender Women: A Systematic Review and Meta-analysis.pdf",False,False,True,False,False,False,False,False,False,2023.0
2023.0_Meta-analysis of structural evidence for the Hierarchical Taxonomy of Psychopathology (HiTOP) model.pdf,False,False,True,False,False,False,False,False,False,2023.0
2018.0_The association of affective disorders and facial scarring: Systematic review and meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2018.0
2022.0_Telehealth v. face-to-face provision of care to patients with depression: a systematic review and meta-analysis.pdf,False,False,True,True,False,False,False,False,False,2022.0
2021.0_A meta-analysis of the quantitative studies in continuance intention to use an information system.pdf,True,False,True,False,False,False,False,False,False,2021.0
2018.0_A meta-analysis of sex and race differences in perceived workplace mistreatment..pdf,False,True,True,False,False,False,False,False,False,2018.0
2019.0_A meta-synthesis of women's experiences of online forums for perinatal mental illness and stigma.pdf,False,False,True,False,False,False,False,False,False,2019.0
2020.0_Meta-analysis covering studies on problem-based learning.pdf,False,True,True,False,False,False,False,False,False,2020.0
2019.0_Effectiveness of meta-cognitive therapy on alcoholism potential in students.pdf,False,False,False,False,False,False,False,False,False,2019.0
2020.0_A systematic review and meta-analysis of premature mortality in offenders.pdf,False,False,True,False,False,False,False,False,False,2020.0
2020.0_Adverse childhood experiences and adult obesity: a systematic review of plausible mechanisms and meta-analysis of cross-sectional studies.pdf,True,False,True,True,False,True,False,False,False,2020.0
2023.0_Â Is Cognitive Behavioural Therapy On Women Living In Low-And Middle-Income Countries With Postnatal Depression: A Systematic Review And Meta-Analysis.pdf,True,False,True,True,False,False,False,False,False,2023.0
2022.0_Prevalence and risk factors of birth-related posttraumatic stress among parents: A comparative systematic review and meta-analysis.pdf,True,True,True,True,True,True,False,False,False,2022.0
2019.0_Childhood maltreatment and adult suicidality: a comprehensive systematic review with meta-analysis.pdf,True,False,True,True,True,True,False,False,False,2019.0
2020.0_Hospitalisation and length of hospital stay following first-episode psychosis: systematic review and meta-analysis of longitudinal studies.pdf,True,False,True,True,True,True,False,False,False,2020.0
2019.0_A Meta-Analysis of Single-Subject Studies on Community-Based Instruction for Individuals with Developmental Disabilities.pdf,False,False,True,False,False,False,False,False,False,2019.0
2019.0_Promoting physical activity among cancer survivors: Meta-analysis and meta-CART analysis of randomized controlled trials..pdf,True,True,True,True,True,True,False,False,False,2019.0
"2021.0_Effects of vitamin B12 supplementation on cognitive function, depressive symptoms, and fatigue: a systematic review, meta-analysis, and meta-regression.pdf",True,True,True,True,False,True,False,False,False,2021.0
2019.0_Meta-emotions in daily life: Associations with emotional awareness and depression..pdf,False,False,True,False,False,False,False,False,False,2019.0
2018.0_Paceless life? A meta-analysis of the pace-of-life syndrome hypothesis.pdf,True,False,True,True,False,True,False,False,False,2018.0
2021.0_Autism spectrum disorder and obstetric optimality: a twin study and meta?analysis of sibling studies.pdf,True,False,True,True,True,True,False,False,False,2021.0
"2020.0_Emotional intelligence relates to emotions, emotion dynamics, and emotion complexity: A meta-analysis and experience sampling study..pdf",True,False,True,True,True,False,False,False,False,2020.0
2018.0_The influence of emotional cues on prospective memory: A systematic review with meta-analyses.pdf,False,True,True,True,False,False,False,False,False,2018.0
"2020.0_Is testosterone linked to human aggression? A meta-analytic examination of the relationship between baseline, dynamic, and manipulated testosterone on human Â.pdf",True,True,True,True,True,True,False,False,False,2020.0
2022.0_The association between peer victimization and aggressive behavior in children and adolescents: A three-level meta-analysis.pdf,True,False,True,True,True,True,False,False,False,2022.0
2022.0_Cross?age peer mentoring for youth: A meta?analysis.pdf,True,True,True,True,False,False,False,False,False,2022.0
2023.0_Power Approximations for Overall Average Effects in Meta-Analysis With Dependent Effect Sizes.pdf,False,False,True,False,False,False,False,False,False,2023.0
2019.0_Gender differences in loneliness across the lifespan: A metaÂanalysis.pdf,True,True,True,True,False,True,False,False,False,2019.0
2021.0_The Effects of Teaching Methodologies on Students' Attitude and Motivation: A Meta-Analysis..pdf,False,True,True,False,False,False,False,False,False,2021.0
2021.0_Meta-analysis and meta-regression of survival after liver transplantation for unresectable perihilar cholangiocarcinoma.pdf,True,False,True,True,False,True,False,False,False,2021.0
2020.0_Prevalence of depression among university students in low and middle income countries (LMICs): a systematic review and meta-analysis.pdf,False,False,True,False,False,True,False,False,False,2020.0
2019.0_The link between rejection sensitivity and borderline personality disorder: A systematic review and meta?analysis.pdf,True,True,True,True,True,True,False,False,False,2019.0
2023.0_Effects of action video games on different attentional subnetworks: Evidence from a meta-analysis.pdf,True,True,True,True,True,True,True,False,False,2023.0
2020.0_Exploring Language Learning as a Potential Tool against Cognitive Impairment in Late-Life Depression: Two Meta-Analyses and Suggestions for Future Research.pdf,True,True,True,True,False,True,False,False,False,2020.0
2020.0_The effect of positive psychology interventions on well-being and psychopathology in patients with severe mental illness: A systematic review and meta-analysis.pdf,True,False,True,False,False,False,False,False,False,2020.0
2021.0_A content analysis and meta-analysis on the effects of classcraft on gamification learning experiences in terms of learning achievement and motivation.pdf,True,False,True,True,False,True,False,False,False,2021.0
2018_The painful duality of envy: Evidence for an integrative theory and a meta-analysis on the relation of envy and schadenfreude..pdf,True,True,True,False,False,False,False,False,False,2018.0
"2019.0_ in sport and physical activity contexts: A meta-analytic test of context, gender, culture, and socioeconomic status differences and analysis of motivations, regulations .pdf",True,False,True,True,True,True,True,False,False,2019.0
2020.0_Psychological factors related to time to help-seeking for cancer symptoms: a meta-analysis across cancer sites.pdf,True,False,True,True,False,True,False,False,False,2020.0
2022.0_ÂNothing to see hereÂ: No structural brain differences as a function of the Big Five personality traits from a systematic review and meta-analysis.pdf,False,True,True,True,False,True,False,False,False,2022.0
2021.0_Cardiovascular immunotoxicities associated with immune checkpoint inhibitors: a safety meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2021.0
2022.0_Â on the Differential Impact of Menthol versus Non-menthol Cigarette Use on Smoking Dependence in the US Population: A Systematic Review and Meta-analysis.pdf,False,True,True,False,False,False,False,False,False,2022.0
2021.0_The Profile of Moods States and athletic performance: A meta-analysis of published studies.pdf,True,False,True,True,True,True,True,False,False,2021.0
2018.0_Is perfect good? A meta-analysis of perfectionism in the workplace..pdf,True,True,True,False,False,False,False,False,False,2018.0
"2019.0_Sense of coherence, burden and mental health in caregiving: A systematic review and meta-analysis.pdf",True,True,True,True,True,True,False,False,False,2019.0
2021.0_Effect of behavior change techniques targeting clinicians to improve advance care planning in heart failure: a systematic review and meta-analysis.pdf,True,True,True,False,False,True,False,False,False,2021.0
2018.0_Active on Facebook and failing at school? Meta-analytic findings on the relationship between online social networking activities and academic achievement.pdf,True,True,True,True,False,True,True,False,False,2018.0
2020.0_Meta-analysis of the effect of psychological nervous interventions on improving academic performance in students with specific learning disabilities.pdf,False,False,True,False,False,False,False,False,False,2020.0
2018.0_Relationship between attachment style and symptom severity across the psychosis spectrum: A meta-analysis.pdf,True,True,True,True,True,True,False,False,False,2018.0
2018.0_The mechanism of the social norms' influence on consumer decision making: A Meta-analysis.pdf,False,False,False,True,False,False,False,False,False,2018.0
2023.0_A primer on synthesizing individual participant data obtained from complex sampling surveys: A two-stage IPD meta-analysis approach..pdf,True,False,True,False,False,False,False,False,False,2023.0
2022.0_ÂMore is betterÂ or Âbetter near the middleÂ? A US-based individual participant data meta-analysis of socioeconomic status and depressive symptoms..pdf,False,False,True,False,False,False,False,False,False,2022.0
2021.0_Non-alcoholic fatty liver disease and risk of incident diabetes mellitus: an updated meta-analysis of 501 022 adult individuals.pdf,False,False,True,False,False,True,False,False,False,2021.0
2019.0_Trait aggressiveness predicting aggressive behavior: The moderating role of meta?cognitive certainty.pdf,False,False,True,False,False,False,False,False,False,2019.0
2019.0_Do statins have an effect on depressive symptoms? A systematic review and meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2019.0
"2018.0_The effects of strategic orientations on firm performance, and the mediating role of innovation outcomes: a meta-analytic path analysis.pdf",False,False,True,False,False,False,False,False,False,2018.0
2019.0_Guidance on conducting and reviewing systematic reviews (and meta-analyses) in work and organizational psychology.pdf,True,True,True,False,False,False,False,False,False,2019.0
2020.0_Migration and psychosis: a meta-analysis of incidence studies.pdf,True,False,True,True,False,True,False,False,False,2020.0
2018.0_Training direct care staff working with persons with intellectual disabilities and challenging behaviour: A meta-analytic review study.pdf,True,True,True,True,False,False,False,False,False,2018.0
2022.0_From hand to eye: a meta-analysis of the benefit from handwriting training in visual graph recognition.pdf,True,False,True,True,True,False,True,False,False,2022.0
2022.0_The Relationship of the Health Belief Model to the Prevention Behavior of Metabolic Syndrome: A Meta-Analysis Study.pdf,False,False,True,True,False,False,False,False,False,2022.0
2020.0_Digital phenotyping of big five personality via facebook data mining: a meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2020.0
2021.0_Non-alcoholic fatty liver disease and risk of fatal and non-fatal cardiovascular events: an updated systematic review and meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2021.0
2023.0_Commuting demands and appraisals: A systematic review and meta-analysis of strain and wellbeing outcomes.pdf,True,True,True,True,False,True,False,False,False,2023.0
2021.0_Affective and anxiety disorders in patients with different rare chronic diseases: a systematic review and meta-analysis.pdf,False,False,True,True,False,False,False,False,False,2021.0
2019.0_A meta-analysis of perfectionism and academic achievement.pdf,True,True,True,False,True,True,True,False,False,2019.0
2022.0_Prevalence of mental health problems among senior high school students in mainland of China from 2010 to 2020: A meta-analysis.pdf,True,False,True,False,False,False,False,False,False,2022.0
2018_Placing meta-stable states of consciousness within the predictive coding hierarchy: the deceleration of the accelerated prediction error.pdf,False,True,True,False,False,False,False,False,False,2018.0
2022.0_Like this meta-analysis: Screen media and mental health..pdf,True,True,True,False,True,True,True,False,False,2022.0
2021.0_Affectionate communication and health: A meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2021.0
2021.0_Social and occupational recovery in early psychosis: a systematic review and meta-analysis of psychosocial interventions.pdf,True,False,False,False,True,True,False,False,False,2021.0
"2018.0_The incidence of very late-onset psychotic disorders: a systematic review and meta-analysis, 1960Â2016.pdf",True,True,True,True,False,True,False,False,False,2018.0
2021.0_Health effects of psychological interventions for worry and rumination: A meta-analysis..pdf,True,False,True,True,True,True,False,False,False,2021.0
2023.0_The Adult Prosocialness Behavior Scale: A reliability generalization meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2023.0
2022.0_Meta-Analysis: Hypnotherapy and Its Effect on Quitting Smoking Behavior.pdf,False,False,True,True,False,False,False,False,False,2022.0
2019.0_The prevalence of sexual and gender minority youth in the justice system: A systematic review and meta-analysis.pdf,False,True,True,False,False,False,False,False,False,2019.0
2021.0_Autism spectrum disorder and air pollution: A systematic review and meta-analysis.pdf,True,False,False,True,False,True,False,False,False,2021.0
2020.0_Do they want contact with us? The role of intergroup contact meta?perceptions on positive contact and attitudes.pdf,False,False,True,False,False,False,False,False,False,2020.0
2021.0_A meta?analysis of the effect of values affirmation on academic achievement.pdf,True,True,True,True,False,True,False,False,False,2021.0
2023.0_A meta-analysis of the relationship between semantic distance and creative thinking.pdf,True,False,True,True,False,True,True,False,False,2023.0
2023.0_What is the best source of information for psychopathic traits in youth? A review and meta-analysis of self-and other-reported psychopathic traits and their association Â.pdf,True,True,True,True,True,True,False,False,False,2023.0
2018.0_Relationships between student engagement and academic achievement: A meta-analysis.pdf,False,False,True,False,False,False,False,False,False,2018.0
2022.0_Promoting farsighted decisions via episodic future thinking: A meta-analysis..pdf,True,True,True,True,False,True,False,False,False,2022.0
2021.0_Effect of air pollution on obesity in children: a systematic review and meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2021.0
2019.0_The prevalence of intrusive memories in adult depression: A meta-analysis.pdf,True,True,True,True,False,False,False,False,False,2019.0
2018_Systematic Review & Meta-Analysis: Automation tools to help your review.pdf,True,False,True,False,False,False,False,False,False,2018.0
2020.0_Atypical social reward anticipation as a transdiagnostic characteristic of psychopathology: A meta-analytic review and critical evaluation of current evidence.pdf,True,False,True,True,False,True,False,False,False,2020.0
2022.0_Prevalence of mental health problems among college students in mainland China from 2010 to 2020: a meta-analysis.pdf,True,False,False,False,False,False,False,False,False,2022.0
2020.0_Dimensions over categories: A meta-analysis of taxometric research.pdf,False,False,True,False,False,False,False,False,False,2020.0
2022.0_Meta-analysis of the relationships between the adequacy of family resources and parenting beliefs and practices.pdf,True,True,True,False,False,True,False,False,False,2022.0
2022.0_A meta-analysis of retirement adjustment predictors.pdf,True,True,True,True,False,True,False,False,False,2022.0
2018.0_The predictive properties of dynamic sex offender risk assessment instruments: A meta-analysis..pdf,True,True,True,False,False,False,False,False,False,2018.0
2019.0_Effectiveness and characterization of severely energy-restricted diets in people with class III obesity: systematic review and meta-analysis.pdf,False,False,True,False,False,False,False,False,False,2019.0
2021.0_The contribution of depressive 'disorder characteristics' to determinations of prognosis for adults with depression: an individual patient data meta-analysis.pdf,False,True,True,False,False,False,False,False,False,2021.0
2021.0_Cultural sexism moderates efficacy of psychotherapy: Results from a spatial meta-analysis..pdf,True,False,True,True,False,True,False,False,False,2021.0
2022.0_Effect of exercise interventions on the depression of older adults. A meta-analysis.pdf,True,False,True,True,True,True,False,False,False,2022.0
2019.0_The effectiveness and cost-effectiveness of e-health interventions for depression and anxiety in primary care: A systematic review and meta-analysis.pdf,True,True,True,True,False,False,False,False,False,2019.0
2018.0_Disease avoidance and personality: A meta-analysis.pdf,True,True,True,True,False,False,False,False,False,2018.0
2019.0_Meta-percepciÃ³n social en primer curso de educaciÃ³n primaria. Diferencias de gÃ©nero.pdf,False,False,False,False,False,False,False,False,False,2019.0
2020.0_Can metacognitive interventions improve insight in schizophrenia spectrum disorders? A systematic review and meta-analysis.pdf,True,False,True,True,True,False,False,False,False,2020.0
2020.0_Appendix 2: Chapter 5 Donoghue & Hattie Meta-Analysis Summary Table..pdf,False,True,True,False,False,False,False,False,False,2020.0
2023.0_A review of studies related to audit quality by meta-analysis method.pdf,False,False,True,False,False,False,False,False,False,2023.0
2022.0_Turnitin-Meta Analysis: Relationship of Competenc and Motivation with Performance of Nurse un Hospital.pdf,False,False,False,False,False,False,False,False,False,2022.0
2019.0_The effectiveness of meta-cognitive therapy on thought control strategies in patients with post-traumatic stress disorder..pdf,False,False,False,False,False,False,False,False,False,2019.0
2022.0_A meta-analysis comparing cognitive function across the mood-psychosis diagnostic spectrum.pdf,True,False,True,True,False,True,False,False,False,2022.0
2020.0_When meta-analysis misleads: A critical case study of a meta-analysis of client feedback..pdf,False,True,True,False,False,False,False,False,False,2020.0
2020.0_Are stressful life events prospectively associated with increased suicidal ideation and behaviour? A systematic review and meta-analysis.pdf,True,True,True,True,True,True,False,False,False,2020.0
2020.0_Efficacy of non-invasive brain stimulation on cognitive functioning in brain disorders: a meta-analysis.pdf,True,True,True,True,False,True,True,False,False,2020.0
2019.0_The contribution of parents in childhood anxiety treatment: A meta?analytic review.pdf,True,False,True,False,False,False,False,False,False,2019.0
2018.0_Epidemiology of psychotic depressionsystematic review and meta-analysis.pdf,False,False,True,False,False,False,False,False,False,2018.0
2022.0_Handling effect size dependency in meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2022.0
2021.0_Systematic review and meta-analysis of the relationship between the heartbeat-evoked potential and interoception.pdf,True,False,True,False,False,False,False,False,False,2021.0
2020.0_Efficacy of habit-based weight loss interventions: a systematic review and meta-analysis.pdf,False,False,False,False,False,False,False,False,False,2020.0
2023.0_Efficacy and moderators of short-term psychodynamic psychotherapy for depression: A systematic review and meta-analysis of individual participant data.pdf,True,True,True,True,False,True,False,False,False,2023.0
2018.0_Do guided internet-based interventions result in clinically relevant changes for patients with depression? An individual participant data meta-analysis.pdf,True,True,False,True,False,True,False,False,False,2018.0
2022.0_Efficacy of bio-and neurofeedback for depression: a meta-analysis.pdf,True,True,True,True,True,True,False,False,False,2022.0
"2022.0_The enactment effect: A systematic review and meta-analysis of behavioral, neuroimaging, and patient studies..pdf",True,True,True,True,False,True,False,False,False,2022.0
2019.0_Dyadic interventions to promote physical activity and reduce sedentary behaviour: Systematic review and meta-analysis.pdf,True,True,True,True,True,True,False,False,False,2019.0
2023.0_A meta-analysis of the relationship between perceived social support and student academic achievement: The mediating role of student engagement.pdf,False,True,True,False,False,True,False,False,False,2023.0
2020.0_Is self-compassion relevant to the pathology and treatment of eating and body image concerns? A systematic review and meta-analysis.pdf,True,False,True,True,True,False,False,False,False,2020.0
2022.0_The effects of patients' expectations on surgery outcome in total hip and knee arthroplasty: a prognostic factor meta-analysis.pdf,True,True,True,False,False,True,False,False,False,2022.0
2019.0_A systematic review and meta-analysis of workplace mindfulness training randomized controlled trials..pdf,True,True,True,True,True,False,False,False,False,2019.0
2020.0_Pharmacological interventions for prevention of depression in high risk conditions: Systematic review and meta-analysis..pdf,True,False,True,True,True,False,False,False,False,2020.0
2019.0_Multidimensional Perfectionism and the big five personality traits: a metaÂanalysis.pdf,True,True,True,True,False,True,False,False,False,2019.0
2018.0_A meta-synthesis of studies of patients' experience of living with terminal cancer..pdf,False,True,True,False,False,False,False,False,False,2018.0
2018.0_Hypertension risk and clinical care in patients with bipolar disorder or schizophrenia; a systematic review and meta-analysis.pdf,True,False,True,True,False,False,False,False,False,2018.0
2020.0_Examination of the academic dissertations related to the problems encountered in social studies teaching: meta-synthesis study.pdf,False,True,True,False,False,False,False,False,False,2020.0
2022.0_Interventions to reduce intimate partner violence against women in low-and middle-income countries: A meta-analysis.pdf,False,False,True,False,False,False,False,False,False,2022.0
2018.0_Dyadic meta-accuracy and perceived motivational accuracy in academic work groups.pdf,False,False,True,False,False,False,False,False,False,2018.0
2018.0_Recovery from work?related effort: A meta?analysis.pdf,True,True,True,True,False,True,False,False,False,2018.0
2019.0_The impact of music on vehicular performance: A meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2019.0
"2020.0_Personality, disability?free life years, and life expectancy: Individual participant meta?analysis of 131,195 individuals from 10 cohort studies.pdf",False,False,False,False,False,False,False,False,False,2020.0
2022.0_A meta-analysis of efficacy of parent training in behavior changing of children with attention deficit hyperactivity disorder.pdf,False,True,True,False,False,False,False,False,False,2022.0
