file_name,publication bias,unpublished_data,gray_literature,funnel plot,trim and fill,egger,fail safe n,pet-peese,robma,year
2023.0_Validity of Self-Reports Provided by People With Autism Spectrum Disorder Without Intellectual Disability: A Meta-Analysis.pdf,True,False,True,False,False,True,True,False,False,2023.0
2019.0_Childhood and adolescent psychotic experiences and risk of mental disorder: a systematic review and meta-analysis.pdf,True,False,True,True,True,True,False,False,False,2019.0
2018.0_The role of exposure in treatment of anxiety disorders: a meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2018.0
2020.0_Suicide attempts and suicidal ideation in patients with obsessive-compulsive disorder: a systematic review and meta-analysis.pdf,False,True,True,False,False,False,False,False,False,2020.0
2022.0_Statistical Learning of Language: A Meta?Analysis Into 25 Years of Research.pdf,True,True,True,True,False,True,False,False,False,2022.0
2018.0_The Role of mindfulness And Meta-parenting in parenting style and Parenting Stress.pdf,False,False,False,False,False,False,False,False,False,2018.0
2018.0_Converging meta-analytic and connectomic evidence for functional subregions within the human retrosplenial region..pdf,True,False,True,False,False,False,False,False,False,2018.0
2022.0_Systematic review and meta-analysis of the relationships between the adequacy of family resources and parenting stress.pdf,True,True,True,False,False,True,False,False,False,2022.0
2018.0_Gene-environment interactions between stress and 5-HTTLPR in depression: A meta-analytic update.pdf,True,False,True,True,False,False,False,False,False,2018.0
"2022.0_Comparative Analysis of Democratic Attitude and Value Perceptions of School Administrators, Teachers, Preservice Teachers and Students: A Meta-Analysis Study.pdf",True,True,True,True,True,True,True,False,False,2022.0
2021.0_The prevalence of sarcopenia in Chinese older adults: meta-analysis and meta-regression.pdf,True,True,True,False,False,False,False,False,False,2021.0
2021.0_A systematic review and meta-analysis of psychological interventions to improve mental wellbeing.pdf,True,True,True,False,False,False,False,False,False,2021.0
"2020.0_Reinforcement sensitivity, depression and anxiety: A meta-analysis and meta-analytic structural equation model.pdf",True,True,True,True,True,True,False,False,False,2020.0
"2023.0_Does team orientation matter? A state?of?the?science review, meta?analysis, and multilevel framework.pdf",False,True,True,False,False,False,False,False,False,2023.0
2023.0_A systematic review and meta-analysis of productive peer talk moves.pdf,True,False,True,True,True,True,True,False,False,2023.0
2021.0_Performance of artificial intelligence in colonoscopy for adenoma and polyp detection: a systematic review and meta-analysis.pdf,True,False,True,True,False,False,False,False,False,2021.0
2022.0_Meta-Analysis: Application of Health Belief Model on the Adherence to Antihypertensive Medication.pdf,True,False,True,True,False,False,False,False,False,2022.0
2021.0_The effect of gender on environmental attitude: A meta-analysis study.pdf,True,True,True,True,False,True,False,False,False,2021.0
2018_The Role of mindfulness And Meta-parenting in parenting style and Parenting Stress.pdf,False,False,False,False,False,False,False,False,False,2018.0
2019.0_Paw preferences in cats and dogs: Meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2019.0
2021.0_A meta-analysis of the relationship between the Dark Triad and aggressive behaviors.pdf,False,True,True,False,False,True,True,False,False,2021.0
2023.0_A meta-analysis of the effect of virtual reality on reducing public speaking anxiety.pdf,True,False,True,True,False,True,False,False,False,2023.0
2020.0_Research Review: Psychological and psychosocial treatments for children and young people with post?traumatic stress disorder: a network meta?analysis.pdf,False,True,True,False,False,False,False,False,False,2020.0
2018.0_How effective are interventions in improving dietary behaviour in low-and middle-income countries? A systematic review and meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2018.0
2022.0_Effectiveness of qigong in improving blood lipids in patients with cardiovascular disease: a systematic review and meta-analysis.pdf,True,False,True,True,False,False,False,False,False,2022.0
2019.0_Workaholism and work engagement: How are they similar? How are they different? A systematic review and meta-analysis.pdf,True,True,True,False,False,True,False,False,False,2019.0
2021.0_A meta-analysis integrating 25 years of diversity climate research.pdf,True,True,True,False,False,False,False,False,False,2021.0
2019.0_A meta-analysis of the health action process approach..pdf,False,True,True,True,False,True,False,True,False,2019.0
2021.0_Reexamining the neural network involved in perception of facial expression: A meta-analysis.pdf,False,False,True,False,False,False,False,False,False,2021.0
2018.0_A meta-analysis of the relationship between intelligence and visual ÂtasteÂ measures..pdf,True,False,False,True,False,True,False,False,False,2018.0
2021.0_Multimedia effect in problem solving: A meta-analysis.pdf,True,True,True,True,False,True,True,False,False,2021.0
2019.0_Are perfectionism dimensions risk factors for bulimic symptoms? A meta-analysis of longitudinal studies.pdf,True,True,True,False,True,True,False,False,False,2019.0
2019.0_A meta?analytic investigation of the factor structure of the PANAS.pdf,False,False,False,False,False,False,False,False,False,2019.0
2022.0_Do psychological interventions reduce symptoms of depression for patients with bipolar I or II disorder? A meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2022.0
2020.0_Expanding open and transparent meta-analytic data with PsychOpen CAMA: The implementation of a community-augmented meta-analysis on the Dark Triad of Â.pdf,True,False,False,True,False,True,False,False,False,2020.0
2023.0_Concurrent validity and reliability of suicide risk assessment instruments: A meta-analysis of 20 instruments across 27 international cohorts..pdf,True,False,True,False,False,False,False,False,False,2023.0
2022.0_Didactic strategies to strengthen oral competence in English based on meta-analysis.pdf,False,False,True,False,False,False,False,False,False,2022.0
2020.0_Efficacy of psychological interventions targeting cognitive biases in schizophrenia: A systematic review and meta-analysis.pdf,True,True,True,True,False,True,True,False,False,2020.0
2021.0_Overgeneral and specific autobiographical memory predict the course of depression: An updated meta-analysis.pdf,True,True,True,True,True,False,False,False,False,2021.0
2020.0_Emotional intelligence predicts academic performance: A meta-analysis..pdf,True,True,True,True,False,True,False,False,False,2020.0
2023.0_The effect of incentivization on the conjunction fallacy in judgments: A meta-analysis.pdf,True,True,True,True,True,True,False,False,False,2023.0
2021.0_Synchronous distance education vs traditional education for health science students: A systematic review and meta?analysis.pdf,True,True,True,True,False,True,False,False,False,2021.0
2018_Job burnout in mental health providers: A meta-analysis of 35 years of intervention research..pdf,True,True,True,True,False,True,False,False,False,2018.0
2018.0_Psychological self-Development Process of Academic Leaders (A Meta-Synthesis Study).pdf,False,True,True,False,False,False,False,False,False,2018.0
2018.0_ problems in the psychotherapeutic treatment of depression as measured by the Inventory of Interpersonal Problems: A systematic review and meta-analysis.pdf,True,True,True,True,False,False,False,False,False,2018.0
2022.0_Â between perceived family social support and the psychological health of caregivers of children and adolescents: A systematic review and meta-analysis.pdf,True,True,True,False,False,True,False,False,False,2022.0
2023.0_A meta-analysis on the uncinate fasciculus in depression.pdf,True,False,True,True,False,True,False,False,False,2023.0
2019.0_Psychological theories of depressive relapse and recurrence: A systematic review and meta-analysis of prospective studies.pdf,True,True,True,True,True,True,False,False,False,2019.0
2019.0_A meta-analysis of the relations between personality and workplace deviance: Big Five versus HEXACO.pdf,True,False,True,True,False,True,False,False,False,2019.0
2020.0_The association between worry and rumination with sleep in non-clinical populations: a systematic review and meta-analysis.pdf,True,True,True,True,True,True,False,False,False,2020.0
2019.0_Does perceived overweight increase risk of depressive symptoms and suicidality beyond objective weight status? A systematic review and meta-analysis.pdf,True,True,True,True,True,True,False,False,False,2019.0
2020.0_Testing conditions and creative performance: Meta-analyses of the impact of time limits and instructions..pdf,True,True,True,True,False,True,False,False,False,2020.0
2018.0_Â and posttraumatic stress disorder in adult civilian survivors of war who stay in war-afflicted regions. A systematic review and meta-analysis of epidemiological studies.pdf,True,True,False,True,True,True,False,False,False,2018.0
2022.0_Prevalence of burnout among health care workers during coronavirus disease (COVID-19) pandemic: A systematic review and meta-analysis..pdf,True,False,True,False,False,True,False,False,False,2022.0
2019.0_A meta-analysis of the P3 amplitude in tasks requiring deception in legal and social contexts.pdf,True,True,True,True,True,False,True,False,False,2019.0
2022.0_Lifetime and point prevalence of psychotic symptoms in adults with bipolar disorders: a systematic review and meta-analysis.pdf,True,False,True,True,True,True,False,False,False,2022.0
2021.0_Concentrations of bisphenol-A in adults from the general population: A systematic review and meta-analysis.pdf,True,False,True,True,True,True,False,False,False,2021.0
2021.0_A practical guide to perform a systematic literature review and meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2021.0
"2019.0_Effectiveness of meta diagnosis package of acceptance and commitment therapy, Self-Compassion therapy and dialectic behavioral therapy on emotion .pdf",False,False,False,False,False,True,False,False,False,2019.0
2018_Turkish prospective teachers' attitudes towards the teaching profession: A meta-analysis study.pdf,True,False,True,True,True,True,False,False,False,2018.0
2020.0_The effectiveness of psychological skills training and behavioral interventions in sport using single-case designs: A meta regression analysis of the peer-reviewed Â.pdf,True,False,True,True,False,False,False,False,False,2020.0
2022.0_Meta-analysis: The effectiveness of the integrated STEM technology pedagogical content knowledge learning model on the 21st century skills of high school students Â.pdf,False,False,True,False,False,False,False,False,False,2022.0
2021.0_The impact of neighbourhood crime on mental health: A systematic review and meta-analysis.pdf,True,False,True,True,False,False,False,False,False,2021.0
"2018.0_Test anxiety effects, predictors, and correlates: A 30-year meta-analytic review.pdf",True,True,True,False,False,False,True,False,False,2018.0
2019.0_Multidimensional Perfectionism and the big five personality traits: a metaanalysis.pdf,True,True,True,True,False,True,False,False,False,2019.0
2023.0_The Big Five personality traits and earnings: A meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2023.0
2018.0_What schools need to know about fostering school belonging: A meta-analysis.pdf,True,True,True,True,False,False,True,False,False,2018.0
2021.0_Student Attitude and Mathematics Learning Success: A Meta-Analysis..pdf,True,False,True,True,False,False,False,False,False,2021.0
2021.0_Intuitive eating and its psychological correlates: A meta?analysis.pdf,False,True,True,False,False,False,False,False,False,2021.0
2018.0_Corporate social responsibility and employee performance: A meta-analysis.pdf,False,True,True,False,False,False,False,False,False,2018.0
"2018.0_A meta-analysis with examination of moderators of student cognition, affect, and learning outcomes while using serious educational games, serious games, and .pdf",True,False,True,True,False,False,False,False,False,2018.0
2018.0_Test of three conceptual models of influence of the big five personality traits and self-efficacy on academic performance: A meta-analytic path-analysis.pdf,False,False,True,False,False,False,False,False,False,2018.0
2022.0_Meta-Analysis: Effect of Breastfeeding Education Program on the Breastfeeding Self-Efficacy and Exclusive Breastfeeding.pdf,True,False,True,True,False,False,False,False,False,2022.0
"2022.0_Effectiveness of cognitive behavioral therapy for perinatal maternal depression, anxiety and stress: A systematic review and meta-analysis of randomized controlled Â.pdf",True,False,True,True,True,True,False,False,False,2022.0
2018.0_Is self-guided internet-based cognitive behavioural therapy (iCBT) harmful? An individual participant data meta-analysis.pdf,True,False,False,True,True,True,False,False,False,2018.0
2020.0_Practitioner Review: Effectiveness of indicated school?based interventions for adolescent depression and anxietyÂa meta?analytic review.pdf,True,False,True,True,False,False,False,False,False,2020.0
2020.0_Meta-analysis of response inhibition in juvenile myoclonic epilepsy.pdf,True,True,True,True,False,True,True,False,False,2020.0
2019.0_Religion and Health; Meta-analysis on Studies and Research on Religiosity and Mental Health in Iran (Case Study: Research in the 80's and the first half of the 90's).pdf,False,False,True,True,False,False,False,False,False,2019.0
2018.0_Violent criminal behavior in the context of bipolar disorder: Systematic review and meta-analysis.pdf,True,False,False,True,False,True,False,False,False,2018.0
2021.0_Temperament and academic achievement in children: a meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2021.0
2019.0_The association between guilt and prosocial behavior: A systematic review and meta-analysis.pdf,True,False,False,True,True,True,False,False,False,2019.0
2022.0_Initializing the need for digital leadership: A meta-analysis review on leadership styles in educational sector.pdf,True,True,True,False,False,False,False,False,False,2022.0
2019.0_The process and delivery of CBT for depression in adults: a systematic review and network meta-analysis.pdf,False,False,True,False,False,False,False,False,False,2019.0
2020.0_Being a cybervictim and a cyberbullyÂThe duality of cyberbullying: A meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2020.0
"2018.0_The prediction of social anxiety in adolescents based on meta cognitive beliefs, mindfulness and fear of negative evaluation.pdf",False,False,True,False,False,True,False,False,False,2018.0
"2018.0_A meta-analysis of prosocial media on prosocial behavior, aggression, and empathic concern: A multidimensional approach..pdf",True,True,True,True,False,True,True,False,False,2018.0
"2018.0_Â variability, patient?reported therapeutic alliance, and clinical outcomes in adolescents undergoing mental health treatmentÂA systematic review and meta?analysis.pdf",True,True,True,True,True,True,False,False,False,2018.0
2020.0_A meta-analysis of the association between adolescent social media use and depressive symptoms.pdf,True,False,True,True,False,True,False,False,False,2020.0
"2019.0_Â reality-enhanced exercise on physical activity, psychological outcomes, and physical performance: A systematic review and meta-analysis of randomized controlled Â.pdf",True,True,True,True,False,True,False,False,False,2019.0
2020.0_A meta-analysis of contingent-capture effects.pdf,True,True,True,True,True,True,False,False,False,2020.0
2018.0_Can infants learn phonology in the lab? A meta-analytic answer.pdf,True,True,True,True,False,True,False,False,False,2018.0
2019.0_A systematic review and meta-analysis on the prevalence of depression in children and adolescents after exposure to trauma.pdf,True,False,False,True,False,True,False,False,False,2019.0
"2022.0_The money priming debate revisited: A review, meta?analysis, and extension to organizations.pdf",True,True,True,True,True,False,False,False,False,2022.0
2019.0_Fear of cancer recurrence: A qualitative systematic review and meta-synthesis of patients' experiences.pdf,False,False,True,False,False,False,False,False,False,2019.0
2018.0_Effects of maternal depression in the still-face paradigm: A meta-analysis.pdf,True,False,True,False,False,False,False,False,False,2018.0
2018.0_The influence of conflict monitoring on meta-reasoning and response times in a base rate task.pdf,False,False,True,False,False,False,False,False,False,2018.0
2019.0_Beyond overall effects: A Bayesian approach to finding constraints in meta-analysis..pdf,True,False,True,False,False,False,False,False,False,2019.0
2021.0_Longitudinal association between cardiovascular risk factors and depression in young people: a systematic review and meta-analysis of cohort studies.pdf,True,False,True,True,False,True,False,False,False,2021.0
2021.0_Prevalence of incidental meningiomas and gliomas on MRI: a meta-analysis and meta-regression analysis.pdf,True,False,True,True,False,False,False,False,False,2021.0
2018.0_Psychological inflexibility and stigma: A meta-analytic review.pdf,True,True,True,False,True,False,True,False,False,2018.0
2021.0_The Impact of Self-Assessment on Academic Performance: A Meta-Analysis Study..pdf,True,True,True,True,False,True,True,False,False,2021.0
2021.0_Brief psychological interventions for borderline personality disorder. A systematic review and meta-analysis of randomised controlled trials.pdf,True,False,False,False,False,False,False,False,False,2021.0
2019.0_Personality traits of high-risk sport participants: A meta-analysis.pdf,False,False,False,False,False,False,False,False,False,2019.0
2020.0_You belong to me! Meta-analytic review of the use of male control and dominance against women in intimate partner violence.pdf,False,True,True,False,False,False,False,False,False,2020.0
2018.0_Effects of mental health interventions with Asian Americans: A review and meta-analysis..pdf,False,True,True,False,False,True,False,False,False,2018.0
2022.0_Face Mask Wearing and Hand Washing Behavior on the Prevention of COVID-19 Infection: A Meta-Analysis.pdf,True,False,True,True,False,False,False,False,False,2022.0
"2020.0_Effectiveness of social-psychological interventions at promoting breastfeeding initiation, duration and exclusivity: A systematic review and meta-analysis.pdf",True,False,True,True,False,True,False,True,False,2020.0
2018_The role of exposure in treatment of anxiety disorders: a meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2018.0
2023.0_The Relationship Between Divided Attention and Memory Processing: A Meta-Analysis.pdf,False,False,False,False,False,True,False,False,False,2023.0
2020.0_The constraint-led approach to enhancing team synergies in sport-What do we currently know and how can we move forward? A systematic review and meta-analyses.pdf,True,False,True,False,False,True,False,False,False,2020.0
2019.0_Acceptability and efficacy of group behavioral activation for depression among adults: a meta-analysis.pdf,True,True,True,True,True,False,False,False,False,2019.0
2018.0_Working alliance and outcome effectiveness in videoconferencing psychotherapy: A systematic review and noninferiority meta?analysis.pdf,False,False,True,False,False,False,False,False,False,2018.0
"2021.0_The evidence for cognitive behavioural therapy in any condition, population or context: a meta-review of systematic reviews and panoramic meta-analysis.pdf",False,False,True,True,False,True,False,False,False,2021.0
2019.0_Reliability Generalization Meta-Analysis of the Padua Inventory-Revised (PI-R).pdf,False,False,False,False,False,False,False,False,False,2019.0
2018_The effect and moderators of school-based anti-bullying programs: Meta-analysis and GRADE evidence.pdf,True,True,True,True,True,True,False,False,False,2018.0
2019.0_Resting respiratory sinus arrhythmia and posttraumatic stress disorder: A meta-analysis.pdf,True,True,True,True,True,True,False,False,False,2019.0
2018.0_A systematic review and meta-analysis of psychological functioning in chronic tinnitus.pdf,True,True,True,False,False,True,True,False,False,2018.0
2021.0_A meta-analysis on the nutritional value of insects in aquafeeds.pdf,False,False,False,False,False,False,False,False,False,2021.0
2018.0_Towards a theory of functional magnetic resonance spectroscopy (fMRS): a meta?analysis and discussion of using MRS to measure changes in neurotransmitters in Â.pdf,False,False,True,False,False,False,False,False,False,2018.0
nan_The effects of shame on prosocial behavior: A systematic review and three-level meta-analysis.pdf,True,True,True,True,True,True,False,False,False,
2019.0_A meta-analysis and quality of high probability request sequence studies for improving youth complianceand persistence.pdf,True,True,True,False,False,False,False,False,False,2019.0
2020.0_Reward-driven distraction: A meta-analysis..pdf,True,False,True,True,True,True,False,False,False,2020.0
2021.0_Circulating malondialdehyde concentrations in obstructive sleep apnea (osa): A systematic review and meta-analysis with meta-regression.pdf,True,False,False,True,False,True,False,False,False,2021.0
2020.0_Effective components of social skills training programs for children and adolescents in nonclinical samples: A multilevel meta-analysis.pdf,True,False,True,True,True,True,False,True,False,2020.0
2020.0_Sex differences in humor production ability: A meta-analysis.pdf,True,True,True,True,True,True,False,False,False,2020.0
2019.0_Efficacy of functional analysis for informing behavioral treatment of inappropriate mealtime behavior: A systematic review and meta?analysis.pdf,True,False,True,False,False,False,False,False,False,2019.0
2019.0_Long-term efficacy of psychotherapy in major depression: protocol of a network meta-analysis.pdf,False,True,True,False,False,True,False,False,False,2019.0
2023.0_Meta-Analysis of Web-based Treatments for PTSD in Women Exposed to Intimate Partner Violence and Sexual Abuse.pdf,True,False,True,False,False,True,False,False,False,2023.0
2023.0_Transdiagnostic treatment of depression and anxiety: a meta-analysis.pdf,True,False,True,True,True,True,False,False,False,2023.0
2022.0_The Effectiveness of Virtual Reality in Improving Cognitive Function of Older Adults with Mild Cognitive Impairment: A Meta-Analysis of Randomized Controlled Trials.pdf,True,True,True,True,False,True,False,False,False,2022.0
2019.0_A meta-analysis of the emotional victim effect for female adult rape complainants: Does complainant distress influence credibility?.pdf,True,True,True,True,True,True,True,True,False,2019.0
2019.0_A meta-ethnography of parents' experiences of their children's life-limiting conditions.pdf,False,False,True,False,False,True,False,False,False,2019.0
2019.0_A meta-analysis on the relationship between interoceptive awareness and alexithymia: Distinguishing interoceptive accuracy and sensibility..pdf,True,True,True,True,True,False,False,False,False,2019.0
2018.0_A comprehensive meta-analysis of spatial interference from linguistic cues: Beyond Petrova et al.(2018).pdf,True,True,True,False,False,False,False,False,False,2018.0
nan_A Study of the Impact of Project-based Learning on Student Learning Effects: a Meta-analysis Study.pdf,True,True,True,True,True,False,True,False,False,
2022.0_Enhancing shared mental models: A systematic review and meta-analysis of randomized controlled trials..pdf,True,True,True,True,False,True,False,False,False,2022.0
"2021.0_Costs of territoriality: a review of hypotheses, meta-analysis, and field study.pdf",True,False,True,True,False,False,False,False,False,2021.0
2020.0_The foreign language classroom anxiety scale and academic achievement: An overview of the prevailing literature and a meta-analysis.pdf,True,True,True,True,True,False,True,False,False,2020.0
2019.0_A Meta-Analysis of exercise therapy on reducing depression among older adults in Iran.pdf,False,False,False,False,False,False,False,False,False,2019.0
2018_Predicting individual characteristics from digital traces on social media: A meta-analysis.pdf,True,False,True,True,True,True,True,False,False,2018.0
2018.0_Imagery interventions in health behavior: A meta-analysis..pdf,True,True,True,True,False,True,False,False,False,2018.0
2019.0_Clinical applications of self-hypnosis: A systematic review and meta-analysis of randomized controlled trials..pdf,True,True,True,True,False,False,False,False,False,2019.0
2020.0_Effect of station technique in classroom teaching: A meta-analysis study.pdf,False,False,True,True,False,False,False,False,False,2020.0
2021.0_Effectiveness of problem-based learning on secondary students' achievement in science: A meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2021.0
2023.0_The bilingual advantage effect on executive control and its moderators: Evidence from meta-analysis.pdf,True,True,True,False,False,True,False,False,False,2023.0
2023.0_Meta-Analysis of the Effects of Stress and Anxiety on Alcohol Consumption Behavior in Early Adults.pdf,True,False,True,True,False,False,False,False,False,2023.0
2021.0_Understanding the effects of time perspective: A meta-analysis testing a self-regulatory framework..pdf,True,True,True,True,True,True,False,True,False,2021.0
2022.0_META-ANALYSIS OF LEADERSHIP BEHAVIOR PRACTICES: AN EMPIRICAL STUDY OF SELECTED INDIAN COMPANIES.pdf,False,True,True,False,False,False,False,False,False,2022.0
2020.0_The effectiveness of meta-cognitive therapy on cognitive attention syndrome in female students with social anxiety disorder.pdf,False,False,True,False,False,False,False,False,False,2020.0
2018_Taxing the brain to uncover lying? Meta-analyzing the effect of imposing cognitive load on the reaction-time costs of lying.pdf,True,True,True,True,False,False,False,False,False,2018.0
2020.0_The link between sacrifice and relational and personal well-being: A meta-analysis..pdf,False,True,True,False,False,False,False,False,False,2020.0
"2021.0_Cognitive restructuring, behavioral activation and cognitive-behavioral therapy in the treatment of adult depression: A network meta-analysis..pdf",True,False,True,True,False,True,False,False,False,2021.0
2019.0_Effectiveness and Social Validity of FBAs for Youth At-Risk or With High Incidence Disabilities: A Meta-Analysis.pdf,True,True,True,False,False,False,False,False,False,2019.0
2019.0_The relationship between leadership styles and engagement: A meta-analysis.pdf,True,True,True,True,True,True,False,False,False,2019.0
2018.0_Adult attachment representations and depressive symptoms: A meta-analysis.pdf,True,True,True,True,False,False,True,False,False,2018.0
2023.0_The effectiveness of the ÂBut-you-are-freeÂ technique: Meta-analysis and re-examination of the technique.pdf,True,True,True,True,True,True,False,False,False,2023.0
2022.0_Multilevel meta-analysis of individual participant data of single-case experimental designs: One-stage versus two-stage methods.pdf,False,False,True,False,False,False,False,False,False,2022.0
2021.0_Compared to what? A meta-analysis of batterer intervention studies using nontreated controls or comparisons.pdf,False,False,True,False,False,True,False,False,False,2021.0
2021.0_Comparative efficacy and safety of biologic therapies for moderate-to-severe Crohn's disease: a systematic review and network meta-analysis.pdf,True,True,True,True,False,False,False,False,False,2021.0
2018.0_Children's meta-talk in their collaborative decision making with peers.pdf,False,False,True,False,False,False,False,False,False,2018.0
2021.0_Longitudinal association of intraindividual variability with cognitive decline and dementia: A meta-analysis..pdf,True,True,True,True,False,True,False,False,False,2021.0
2021.0_A global meta-analysis of greenhouse gases emission and crop yield under no-tillage as compared to conventional tillage.pdf,True,False,True,False,False,False,False,False,False,2021.0
2019.0_The effects of choice on motor skill learning: A meta-analysis of self-controlled research findings.pdf,True,True,False,False,False,False,False,False,False,2019.0
2020.0_Why does perfectionism confer risk for depressive symptoms? A meta-analytic test of the mediating role of stress and social disconnection.pdf,True,True,True,True,True,True,False,False,False,2020.0
2019.0_Beyond ÂplanningÂ: A meta-analysis of implementation intentions to support smoking cessation..pdf,True,True,True,True,True,True,True,False,False,2019.0
2022.0_Does cross-race contact improve cross-race face perception? A meta-analysis of the cross-race deficit and contact.pdf,True,True,True,True,True,False,False,False,False,2022.0
2022.0_A Meta Analysis of Social Behavior in the era of Mass Communication by Peer Tutoring Among the Students.pdf,False,False,False,False,False,False,False,False,False,2022.0
"2022.0_Appealing to motivation to change attitudes, intentions, and behavior: A systematic review and meta-analysis of 702 experimental tests of the effects of motivational Â.pdf",True,True,True,True,False,True,False,False,False,2022.0
2021.0_To flip or not to flip? A meta-analysis of the efficacy of flipped learning in higher education.pdf,True,True,True,True,True,False,True,False,False,2021.0
"2019.0_Untangling intelligence, psychopathy, antisocial personality disorder, and conduct problems: a metaÂanalytic review.pdf",True,True,True,True,True,True,False,False,False,2019.0
2022.0_Â on the Differential Impact of Menthol versus Non-menthol Cigarette Use on Initiation and Progression to Regular Smoking: A Systematic Review and Meta-analysis.pdf,False,False,True,False,False,False,False,False,False,2022.0
2019.0_Quantitative synthesis of research evidence: Multilevel meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2019.0
2021.0_Interactive features of E-texts' effects on learning: a systematic review and meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2021.0
2020.0_A meta-analytic review of the relationship between dispositional gratitude and well-being.pdf,True,True,True,False,True,False,True,False,False,2020.0
2021.0_EMMN varies with deviant-standard stimulus pair type and emotion type: Evidence from a meta-analysis study.pdf,True,False,True,False,True,True,True,False,False,2021.0
2020.0_Is more better? A meta-analysis of dose and efficacy in face-to-face psychological treatments for problem and disordered gambling..pdf,False,False,False,False,False,False,False,False,False,2020.0
2019.0_A cross-temporal meta-analysis of changes in medical college students' mental health: 1993-2016.pdf,False,False,False,False,False,False,False,False,False,2019.0
2020.0_Perceived ethnic discrimination as a risk factor for psychotic symptoms: a systematic review and meta-analysis.pdf,True,False,True,True,False,True,True,False,False,2020.0
2018.0_The prevalence of suicidal thoughts and behaviours among college students: a meta-analysis.pdf,False,False,True,True,False,True,False,False,False,2018.0
2018.0_A systematic review and meta-analysis on the efficacy of Internet-delivered behavioral activation.pdf,True,False,True,True,False,False,False,False,False,2018.0
2021.0_Does the fourth-grade slump in creativity actually exist? A meta-analysis of the development of divergent thinking in school-age children and adolescents.pdf,True,True,True,True,False,True,False,False,False,2021.0
2020.0_Psychological treatments for post-traumatic stress disorder in adults: A network meta-analysis.pdf,False,True,True,False,False,False,False,False,False,2020.0
2020.0_Acceptance and commitment therapy and subjective wellbeing: a systematic review and meta-analyses of randomised controlled trials in adults.pdf,False,True,True,False,False,False,False,False,False,2020.0
2020.0_La inteligencia emocional en el Ã¡mbito educativo: un meta-anÃ¡lisis.pdf,False,False,False,False,False,False,False,False,False,2020.0
2020.0_Childhood maltreatment and suicide attempts in prisoners: a systematic meta-analytic review.pdf,True,False,True,True,True,True,False,False,False,2020.0
2021.0_Efficacy of dialectical behavior therapy for adolescent self-harm and suicidal ideation: a systematic review and meta-analysis.pdf,True,False,True,True,True,True,False,False,False,2021.0
"2019.0_Gratitude interventions: meta-analytic support for numerous personal benefits, with caveats.pdf",True,True,True,False,False,False,False,False,False,2019.0
2020.0_Meta-analysis of structural magnetic resonance imaging studies in pediatric posttraumatic stress disorder and comparison with related conditions.pdf,True,False,True,False,False,False,False,False,False,2020.0
2018.0_Guidelines for reporting systematic reviews and meta-analyses.pdf,True,False,True,True,True,True,False,False,False,2018.0
2018_How do autism spectrum disorders process human face? A meta-analysis of eye-tracking studies.pdf,True,False,True,False,False,True,False,False,False,2018.0
2019.0_An update on the efficacy of anti-inflammatory agents for patients with schizophrenia: a meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2019.0
2020.0_An extended theory of planned behavior for parent-for-child health behaviors: A meta-analysis..pdf,False,True,True,False,False,True,False,True,False,2020.0
2019.0_The relationships between person-environment fit and job-related variables: meta-analysis.pdf,False,True,True,False,False,False,False,False,False,2019.0
2019.0_Accuracy of clinician predictions of future self?harm: a systematic review and meta?analysis of predictive studies.pdf,True,False,True,True,False,True,False,False,False,2019.0
2019.0_Risk factors of HIV among male military personnels: A Meta Analysis.pdf,True,False,False,True,False,False,False,False,False,2019.0
2020.0_Prevalence of depressive symptoms in primary school students in China: A systematic review and meta-analysis.pdf,True,False,True,True,False,True,False,False,False,2020.0
"2022.0_The efficacy of non-invasive, non-convulsive electrical neuromodulation on depression, anxiety and sleep disturbance: a systematic review and meta-analysis.pdf",True,False,True,True,False,True,False,False,False,2022.0
2021.0_Activity achievement emotions and academic performance: A meta-analysis.pdf,True,True,True,True,False,False,False,False,False,2021.0
2021.0_Visibility restoration: A systematic review and meta-analysis.pdf,False,False,True,False,False,False,False,False,False,2021.0
2021.0_Association between panic disorder and childhood adversities: a systematic review and meta-analysis.pdf,True,True,True,True,False,True,False,False,False,2021.0
"2021.0_Does burnout affect academic achievement? A meta-analysis of over 100,000 students.pdf",True,True,True,False,True,True,True,False,False,2021.0
2020.0_Does mindfulness training without explicit ethics-based instruction promote prosocial behaviors? A meta-analysis.pdf,True,True,True,True,True,True,False,False,False,2020.0
2018.0_A meta-analysis of context integration deficits across the schizotypy spectrum using AX-CPT and DPX tasks..pdf,True,True,True,True,True,False,False,False,False,2018.0
2019.0_Prevalence of student violence against teachers: A meta-analysis..pdf,True,False,True,False,False,True,False,False,False,2019.0
